GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G26740","2011-2015","US",,,,,,,,,,,,,,,,"Hutchinson, KS Micro Area","26740",,,,,,,,,,,,,,,,,"31000US26740",,,"Hutchinson, KS Micro Area",94100,"Hutchinson, KS Micro Area",2678
"G26780","2011-2015","US",,,,,,,,,,,,,,,,"Hutchinson, MN Micro Area","26780",,,,,,,,,,,,,,,,,"31000US26780",,,"Hutchinson, MN Micro Area",148300,"Hutchinson, MN Micro Area",4258
"G26820","2011-2015","US",,,,,,,,,,,,,,,,"Idaho Falls, ID Metro Area","26820",,,,,,,,,,,,,,,,,"31000US26820",,,"Idaho Falls, ID Metro Area",154800,"Idaho Falls, ID Metro Area",2141
"G26860","2011-2015","US",,,,,,,,,,,,,,,,"Indiana, PA Micro Area","26860",,,,,,,,,,,,,,,,,"31000US26860",,,"Indiana, PA Micro Area",107000,"Indiana, PA Micro Area",3785
"G26900","2011-2015","US",,,,,,,,,,,,,,,,"Indianapolis-Carmel-Anderson, IN Metro Area","26900",,,,,,,,,,,,,,,,,"31000US26900",,,"Indianapolis-Carmel-Anderson, IN Metro Area",141800,"Indianapolis-Carmel-Anderson, IN Metro Area",887
"G26940","2011-2015","US",,,,,,,,,,,,,,,,"Indianola, MS Micro Area","26940",,,,,,,,,,,,,,,,,"31000US26940",,,"Indianola, MS Micro Area",70000,"Indianola, MS Micro Area",3178
"G26960","2011-2015","US",,,,,,,,,,,,,,,,"Ionia, MI Micro Area","26960",,,,,,,,,,,,,,,,,"31000US26960",,,"Ionia, MI Micro Area",110000,"Ionia, MI Micro Area",3095
"G26980","2011-2015","US",,,,,,,,,,,,,,,,"Iowa City, IA Metro Area","26980",,,,,,,,,,,,,,,,,"31000US26980",,,"Iowa City, IA Metro Area",182700,"Iowa City, IA Metro Area",3812
"G27020","2011-2015","US",,,,,,,,,,,,,,,,"Iron Mountain, MI-WI Micro Area","27020",,,,,,,,,,,,,,,,,"31000US27020",,,"Iron Mountain, MI-WI Micro Area",90600,"Iron Mountain, MI-WI Micro Area",5043
"G27060","2011-2015","US",,,,,,,,,,,,,,,,"Ithaca, NY Metro Area","27060",,,,,,,,,,,,,,,,,"31000US27060",,,"Ithaca, NY Metro Area",176500,"Ithaca, NY Metro Area",4925
"G27100","2011-2015","US",,,,,,,,,,,,,,,,"Jackson, MI Metro Area","27100",,,,,,,,,,,,,,,,,"31000US27100",,,"Jackson, MI Metro Area",111500,"Jackson, MI Metro Area",2380
"G27140","2011-2015","US",,,,,,,,,,,,,,,,"Jackson, MS Metro Area","27140",,,,,,,,,,,,,,,,,"31000US27140",,,"Jackson, MS Metro Area",133300,"Jackson, MS Metro Area",2164
"G27160","2011-2015","US",,,,,,,,,,,,,,,,"Jackson, OH Micro Area","27160",,,,,,,,,,,,,,,,,"31000US27160",,,"Jackson, OH Micro Area",91200,"Jackson, OH Micro Area",3791
"G27180","2011-2015","US",,,,,,,,,,,,,,,,"Jackson, TN Metro Area","27180",,,,,,,,,,,,,,,,,"31000US27180",,,"Jackson, TN Metro Area",112900,"Jackson, TN Metro Area",2764
"G27220","2011-2015","US",,,,,,,,,,,,,,,,"Jackson, WY-ID Micro Area","27220",,,,,,,,,,,,,,,,,"31000US27220",,,"Jackson, WY-ID Micro Area",412000,"Jackson, WY-ID Micro Area",78299
"G27260","2011-2015","US",,,,,,,,,,,,,,,,"Jacksonville, FL Metro Area","27260",,,,,,,,,,,,,,,,,"31000US27260",,,"Jacksonville, FL Metro Area",158100,"Jacksonville, FL Metro Area",1257
"G27300","2011-2015","US",,,,,,,,,,,,,,,,"Jacksonville, IL Micro Area","27300",,,,,,,,,,,,,,,,,"31000US27300",,,"Jacksonville, IL Micro Area",96800,"Jacksonville, IL Micro Area",3248
"G27340","2011-2015","US",,,,,,,,,,,,,,,,"Jacksonville, NC Metro Area","27340",,,,,,,,,,,,,,,,,"31000US27340",,,"Jacksonville, NC Metro Area",154000,"Jacksonville, NC Metro Area",2858
"G27380","2011-2015","US",,,,,,,,,,,,,,,,"Jacksonville, TX Micro Area","27380",,,,,,,,,,,,,,,,,"31000US27380",,,"Jacksonville, TX Micro Area",84500,"Jacksonville, TX Micro Area",4659
"G27420","2011-2015","US",,,,,,,,,,,,,,,,"Jamestown, ND Micro Area","27420",,,,,,,,,,,,,,,,,"31000US27420",,,"Jamestown, ND Micro Area",111200,"Jamestown, ND Micro Area",5866
"G27460","2011-2015","US",,,,,,,,,,,,,,,,"Jamestown-Dunkirk-Fredonia, NY Micro Area","27460",,,,,,,,,,,,,,,,,"31000US27460",,,"Jamestown-Dunkirk-Fredonia, NY Micro Area",84500,"Jamestown-Dunkirk-Fredonia, NY Micro Area",1353
"G27500","2011-2015","US",,,,,,,,,,,,,,,,"Janesville-Beloit, WI Metro Area","27500",,,,,,,,,,,,,,,,,"31000US27500",,,"Janesville-Beloit, WI Metro Area",131800,"Janesville-Beloit, WI Metro Area",2125
"G27540","2011-2015","US",,,,,,,,,,,,,,,,"Jasper, IN Micro Area","27540",,,,,,,,,,,,,,,,,"31000US27540",,,"Jasper, IN Micro Area",126100,"Jasper, IN Micro Area",4055
"G27580","2011-2015","PR",,,,,,,,,,,,,,,,"Jayuya, PR Micro Area","27580",,,,,,,,,,,,,,,,,"31000US27580",,,"Jayuya, PR Micro Area",91700,"Jayuya, PR Micro Area",3822
"G27600","2011-2015","US",,,,,,,,,,,,,,,,"Jefferson, GA Micro Area","27600",,,,,,,,,,,,,,,,,"31000US27600",,,"Jefferson, GA Micro Area",155700,"Jefferson, GA Micro Area",3771
"G27620","2011-2015","US",,,,,,,,,,,,,,,,"Jefferson City, MO Metro Area","27620",,,,,,,,,,,,,,,,,"31000US27620",,,"Jefferson City, MO Metro Area",138400,"Jefferson City, MO Metro Area",2904
"G27700","2011-2015","US",,,,,,,,,,,,,,,,"Jesup, GA Micro Area","27700",,,,,,,,,,,,,,,,,"31000US27700",,,"Jesup, GA Micro Area",91400,"Jesup, GA Micro Area",9536
"G27740","2011-2015","US",,,,,,,,,,,,,,,,"Johnson City, TN Metro Area","27740",,,,,,,,,,,,,,,,,"31000US27740",,,"Johnson City, TN Metro Area",130200,"Johnson City, TN Metro Area",2574
"G27780","2011-2015","US",,,,,,,,,,,,,,,,"Johnstown, PA Metro Area","27780",,,,,,,,,,,,,,,,,"31000US27780",,,"Johnstown, PA Metro Area",87100,"Johnstown, PA Metro Area",1510
"G27860","2011-2015","US",,,,,,,,,,,,,,,,"Jonesboro, AR Metro Area","27860",,,,,,,,,,,,,,,,,"31000US27860",,,"Jonesboro, AR Metro Area",114000,"Jonesboro, AR Metro Area",4085
"G27900","2011-2015","US",,,,,,,,,,,,,,,,"Joplin, MO Metro Area","27900",,,,,,,,,,,,,,,,,"31000US27900",,,"Joplin, MO Metro Area",108000,"Joplin, MO Metro Area",2504
"G27920","2011-2015","US",,,,,,,,,,,,,,,,"Junction City, KS Micro Area","27920",,,,,,,,,,,,,,,,,"31000US27920",,,"Junction City, KS Micro Area",136000,"Junction City, KS Micro Area",7239
"G27940","2011-2015","US",,,,,,,,,,,,,,,,"Juneau, AK Micro Area","27940",,,,,,,,,,,,,,,,,"31000US27940",,,"Juneau, AK Micro Area",323500,"Juneau, AK Micro Area",9977
"G27980","2011-2015","US",,,,,,,,,,,,,,,,"Kahului-Wailuku-Lahaina, HI Metro Area","27980",,,,,,,,,,,,,,,,,"31000US27980",,,"Kahului-Wailuku-Lahaina, HI Metro Area",509700,"Kahului-Wailuku-Lahaina, HI Metro Area",15694
"G28020","2011-2015","US",,,,,,,,,,,,,,,,"Kalamazoo-Portage, MI Metro Area","28020",,,,,,,,,,,,,,,,,"31000US28020",,,"Kalamazoo-Portage, MI Metro Area",133000,"Kalamazoo-Portage, MI Metro Area",2081
"G28060","2011-2015","US",,,,,,,,,,,,,,,,"Kalispell, MT Micro Area","28060",,,,,,,,,,,,,,,,,"31000US28060",,,"Kalispell, MT Micro Area",231500,"Kalispell, MT Micro Area",6552
"G28100","2011-2015","US",,,,,,,,,,,,,,,,"Kankakee, IL Metro Area","28100",,,,,,,,,,,,,,,,,"31000US28100",,,"Kankakee, IL Metro Area",138700,"Kankakee, IL Metro Area",3419
"G28140","2011-2015","US",,,,,,,,,,,,,,,,"Kansas City, MO-KS Metro Area","28140",,,,,,,,,,,,,,,,,"31000US28140",,,"Kansas City, MO-KS Metro Area",159500,"Kansas City, MO-KS Metro Area",750
"G28180","2011-2015","US",,,,,,,,,,,,,,,,"Kapaa, HI Micro Area","28180",,,,,,,,,,,,,,,,,"31000US28180",,,"Kapaa, HI Micro Area",480600,"Kapaa, HI Micro Area",10565
"G28260","2011-2015","US",,,,,,,,,,,,,,,,"Kearney, NE Micro Area","28260",,,,,,,,,,,,,,,,,"31000US28260",,,"Kearney, NE Micro Area",145800,"Kearney, NE Micro Area",4310
"G28300","2011-2015","US",,,,,,,,,,,,,,,,"Keene, NH Micro Area","28300",,,,,,,,,,,,,,,,,"31000US28300",,,"Keene, NH Micro Area",188800,"Keene, NH Micro Area",3192
"G28340","2011-2015","US",,,,,,,,,,,,,,,,"Kendallville, IN Micro Area","28340",,,,,,,,,,,,,,,,,"31000US28340",,,"Kendallville, IN Micro Area",113000,"Kendallville, IN Micro Area",3945
"G28380","2011-2015","US",,,,,,,,,,,,,,,,"Kennett, MO Micro Area","28380",,,,,,,,,,,,,,,,,"31000US28380",,,"Kennett, MO Micro Area",67500,"Kennett, MO Micro Area",2890
"G28420","2011-2015","US",,,,,,,,,,,,,,,,"Kennewick-Richland, WA Metro Area","28420",,,,,,,,,,,,,,,,,"31000US28420",,,"Kennewick-Richland, WA Metro Area",178400,"Kennewick-Richland, WA Metro Area",2384
"G28500","2011-2015","US",,,,,,,,,,,,,,,,"Kerrville, TX Micro Area","28500",,,,,,,,,,,,,,,,,"31000US28500",,,"Kerrville, TX Micro Area",158200,"Kerrville, TX Micro Area",7494
"G28540","2011-2015","US",,,,,,,,,,,,,,,,"Ketchikan, AK Micro Area","28540",,,,,,,,,,,,,,,,,"31000US28540",,,"Ketchikan, AK Micro Area",252500,"Ketchikan, AK Micro Area",9020
"G28580","2011-2015","US",,,,,,,,,,,,,,,,"Key West, FL Micro Area","28580",,,,,,,,,,,,,,,,,"31000US28580",,,"Key West, FL Micro Area",386400,"Key West, FL Micro Area",11264
"G28620","2011-2015","US",,,,,,,,,,,,,,,,"Kill Devil Hills, NC Micro Area","28620",,,,,,,,,,,,,,,,,"31000US28620",,,"Kill Devil Hills, NC Micro Area",268600,"Kill Devil Hills, NC Micro Area",8769
"G28660","2011-2015","US",,,,,,,,,,,,,,,,"Killeen-Temple, TX Metro Area","28660",,,,,,,,,,,,,,,,,"31000US28660",,,"Killeen-Temple, TX Metro Area",123600,"Killeen-Temple, TX Metro Area",1803
"G28700","2011-2015","US",,,,,,,,,,,,,,,,"Kingsport-Bristol-Bristol, TN-VA Metro Area","28700",,,,,,,,,,,,,,,,,"31000US28700",,,"Kingsport-Bristol-Bristol, TN-VA Metro Area",119200,"Kingsport-Bristol-Bristol, TN-VA Metro Area",1852
"G28740","2011-2015","US",,,,,,,,,,,,,,,,"Kingston, NY Metro Area","28740",,,,,,,,,,,,,,,,,"31000US28740",,,"Kingston, NY Metro Area",222800,"Kingston, NY Metro Area",3177
"G28780","2011-2015","US",,,,,,,,,,,,,,,,"Kingsville, TX Micro Area","28780",,,,,,,,,,,,,,,,,"31000US28780",,,"Kingsville, TX Micro Area",80800,"Kingsville, TX Micro Area",6515
"G28820","2011-2015","US",,,,,,,,,,,,,,,,"Kinston, NC Micro Area","28820",,,,,,,,,,,,,,,,,"31000US28820",,,"Kinston, NC Micro Area",92500,"Kinston, NC Micro Area",4009
"G28860","2011-2015","US",,,,,,,,,,,,,,,,"Kirksville, MO Micro Area","28860",,,,,,,,,,,,,,,,,"31000US28860",,,"Kirksville, MO Micro Area",104300,"Kirksville, MO Micro Area",5447
"G28900","2011-2015","US",,,,,,,,,,,,,,,,"Klamath Falls, OR Micro Area","28900",,,,,,,,,,,,,,,,,"31000US28900",,,"Klamath Falls, OR Micro Area",151500,"Klamath Falls, OR Micro Area",4445
"G28940","2011-2015","US",,,,,,,,,,,,,,,,"Knoxville, TN Metro Area","28940",,,,,,,,,,,,,,,,,"31000US28940",,,"Knoxville, TN Metro Area",150800,"Knoxville, TN Metro Area",1615
"G29020","2011-2015","US",,,,,,,,,,,,,,,,"Kokomo, IN Metro Area","29020",,,,,,,,,,,,,,,,,"31000US29020",,,"Kokomo, IN Metro Area",95700,"Kokomo, IN Metro Area",2635
"G29060","2011-2015","US",,,,,,,,,,,,,,,,"Laconia, NH Micro Area","29060",,,,,,,,,,,,,,,,,"31000US29060",,,"Laconia, NH Micro Area",219600,"Laconia, NH Micro Area",6626
"G29100","2011-2015","US",,,,,,,,,,,,,,,,"La Crosse-Onalaska, WI-MN Metro Area","29100",,,,,,,,,,,,,,,,,"31000US29100",,,"La Crosse-Onalaska, WI-MN Metro Area",157100,"La Crosse-Onalaska, WI-MN Metro Area",2130
"G29180","2011-2015","US",,,,,,,,,,,,,,,,"Lafayette, LA Metro Area","29180",,,,,,,,,,,,,,,,,"31000US29180",,,"Lafayette, LA Metro Area",132300,"Lafayette, LA Metro Area",3347
"G29200","2011-2015","US",,,,,,,,,,,,,,,,"Lafayette-West Lafayette, IN Metro Area","29200",,,,,,,,,,,,,,,,,"31000US29200",,,"Lafayette-West Lafayette, IN Metro Area",128100,"Lafayette-West Lafayette, IN Metro Area",3302
"G29260","2011-2015","US",,,,,,,,,,,,,,,,"La Grande, OR Micro Area","29260",,,,,,,,,,,,,,,,,"31000US29260",,,"La Grande, OR Micro Area",163200,"La Grande, OR Micro Area",7225
"G29300","2011-2015","US",,,,,,,,,,,,,,,,"LaGrange, GA Micro Area","29300",,,,,,,,,,,,,,,,,"31000US29300",,,"LaGrange, GA Micro Area",116300,"LaGrange, GA Micro Area",5108
"G29340","2011-2015","US",,,,,,,,,,,,,,,,"Lake Charles, LA Metro Area","29340",,,,,,,,,,,,,,,,,"31000US29340",,,"Lake Charles, LA Metro Area",123700,"Lake Charles, LA Metro Area",3429
"G29380","2011-2015","US",,,,,,,,,,,,,,,,"Lake City, FL Micro Area","29380",,,,,,,,,,,,,,,,,"31000US29380",,,"Lake City, FL Micro Area",103500,"Lake City, FL Micro Area",6113
"G29420","2011-2015","US",,,,,,,,,,,,,,,,"Lake Havasu City-Kingman, AZ Metro Area","29420",,,,,,,,,,,,,,,,,"31000US29420",,,"Lake Havasu City-Kingman, AZ Metro Area",123200,"Lake Havasu City-Kingman, AZ Metro Area",3262
"G29460","2011-2015","US",,,,,,,,,,,,,,,,"Lakeland-Winter Haven, FL Metro Area","29460",,,,,,,,,,,,,,,,,"31000US29460",,,"Lakeland-Winter Haven, FL Metro Area",107300,"Lakeland-Winter Haven, FL Metro Area",1608
"G29500","2011-2015","US",,,,,,,,,,,,,,,,"Lamesa, TX Micro Area","29500",,,,,,,,,,,,,,,,,"31000US29500",,,"Lamesa, TX Micro Area",62100,"Lamesa, TX Micro Area",5226
"G29540","2011-2015","US",,,,,,,,,,,,,,,,"Lancaster, PA Metro Area","29540",,,,,,,,,,,,,,,,,"31000US29540",,,"Lancaster, PA Metro Area",189200,"Lancaster, PA Metro Area",1635
"G29620","2011-2015","US",,,,,,,,,,,,,,,,"Lansing-East Lansing, MI Metro Area","29620",,,,,,,,,,,,,,,,,"31000US29620",,,"Lansing-East Lansing, MI Metro Area",130100,"Lansing-East Lansing, MI Metro Area",1623
"G29660","2011-2015","US",,,,,,,,,,,,,,,,"Laramie, WY Micro Area","29660",,,,,,,,,,,,,,,,,"31000US29660",,,"Laramie, WY Micro Area",216100,"Laramie, WY Micro Area",8614
"G29700","2011-2015","US",,,,,,,,,,,,,,,,"Laredo, TX Metro Area","29700",,,,,,,,,,,,,,,,,"31000US29700",,,"Laredo, TX Metro Area",109500,"Laredo, TX Metro Area",2253
"G29740","2011-2015","US",,,,,,,,,,,,,,,,"Las Cruces, NM Metro Area","29740",,,,,,,,,,,,,,,,,"31000US29740",,,"Las Cruces, NM Metro Area",138100,"Las Cruces, NM Metro Area",3899
"G29780","2011-2015","US",,,,,,,,,,,,,,,,"Las Vegas, NM Micro Area","29780",,,,,,,,,,,,,,,,,"31000US29780",,,"Las Vegas, NM Micro Area",121200,"Las Vegas, NM Micro Area",6413
"G29820","2011-2015","US",,,,,,,,,,,,,,,,"Las Vegas-Henderson-Paradise, NV Metro Area","29820",,,,,,,,,,,,,,,,,"31000US29820",,,"Las Vegas-Henderson-Paradise, NV Metro Area",170400,"Las Vegas-Henderson-Paradise, NV Metro Area",1006
"G29860","2011-2015","US",,,,,,,,,,,,,,,,"Laurel, MS Micro Area","29860",,,,,,,,,,,,,,,,,"31000US29860",,,"Laurel, MS Micro Area",82200,"Laurel, MS Micro Area",4167
"G29900","2011-2015","US",,,,,,,,,,,,,,,,"Laurinburg, NC Micro Area","29900",,,,,,,,,,,,,,,,,"31000US29900",,,"Laurinburg, NC Micro Area",79100,"Laurinburg, NC Micro Area",3588
"G29940","2011-2015","US",,,,,,,,,,,,,,,,"Lawrence, KS Metro Area","29940",,,,,,,,,,,,,,,,,"31000US29940",,,"Lawrence, KS Metro Area",179800,"Lawrence, KS Metro Area",4139
"G29980","2011-2015","US",,,,,,,,,,,,,,,,"Lawrenceburg, TN Micro Area","29980",,,,,,,,,,,,,,,,,"31000US29980",,,"Lawrenceburg, TN Micro Area",98600,"Lawrenceburg, TN Micro Area",4039
"G30020","2011-2015","US",,,,,,,,,,,,,,,,"Lawton, OK Metro Area","30020",,,,,,,,,,,,,,,,,"31000US30020",,,"Lawton, OK Metro Area",113400,"Lawton, OK Metro Area",2677
"G30060","2011-2015","US",,,,,,,,,,,,,,,,"Lebanon, MO Micro Area","30060",,,,,,,,,,,,,,,,,"31000US30060",,,"Lebanon, MO Micro Area",103400,"Lebanon, MO Micro Area",7412
"G30140","2011-2015","US",,,,,,,,,,,,,,,,"Lebanon, PA Metro Area","30140",,,,,,,,,,,,,,,,,"31000US30140",,,"Lebanon, PA Metro Area",163800,"Lebanon, PA Metro Area",1994
"G30220","2011-2015","US",,,,,,,,,,,,,,,,"Levelland, TX Micro Area","30220",,,,,,,,,,,,,,,,,"31000US30220",,,"Levelland, TX Micro Area",81600,"Levelland, TX Micro Area",4482
"G30260","2011-2015","US",,,,,,,,,,,,,,,,"Lewisburg, PA Micro Area","30260",,,,,,,,,,,,,,,,,"31000US30260",,,"Lewisburg, PA Micro Area",160200,"Lewisburg, PA Micro Area",5977
"G30280","2011-2015","US",,,,,,,,,,,,,,,,"Lewisburg, TN Micro Area","30280",,,,,,,,,,,,,,,,,"31000US30280",,,"Lewisburg, TN Micro Area",112300,"Lewisburg, TN Micro Area",7264
"G30300","2011-2015","US",,,,,,,,,,,,,,,,"Lewiston, ID-WA Metro Area","30300",,,,,,,,,,,,,,,,,"31000US30300",,,"Lewiston, ID-WA Metro Area",169000,"Lewiston, ID-WA Metro Area",3710
"G30340","2011-2015","US",,,,,,,,,,,,,,,,"Lewiston-Auburn, ME Metro Area","30340",,,,,,,,,,,,,,,,,"31000US30340",,,"Lewiston-Auburn, ME Metro Area",151100,"Lewiston-Auburn, ME Metro Area",2696
"G30380","2011-2015","US",,,,,,,,,,,,,,,,"Lewistown, PA Micro Area","30380",,,,,,,,,,,,,,,,,"31000US30380",,,"Lewistown, PA Micro Area",97800,"Lewistown, PA Micro Area",3023
"G30420","2011-2015","US",,,,,,,,,,,,,,,,"Lexington, NE Micro Area","30420",,,,,,,,,,,,,,,,,"31000US30420",,,"Lexington, NE Micro Area",90200,"Lexington, NE Micro Area",3429
"G30460","2011-2015","US",,,,,,,,,,,,,,,,"Lexington-Fayette, KY Metro Area","30460",,,,,,,,,,,,,,,,,"31000US30460",,,"Lexington-Fayette, KY Metro Area",164800,"Lexington-Fayette, KY Metro Area",1475
"G30580","2011-2015","US",,,,,,,,,,,,,,,,"Liberal, KS Micro Area","30580",,,,,,,,,,,,,,,,,"31000US30580",,,"Liberal, KS Micro Area",87100,"Liberal, KS Micro Area",5516
"G30620","2011-2015","US",,,,,,,,,,,,,,,,"Lima, OH Metro Area","30620",,,,,,,,,,,,,,,,,"31000US30620",,,"Lima, OH Metro Area",105400,"Lima, OH Metro Area",3316
"G30660","2011-2015","US",,,,,,,,,,,,,,,,"Lincoln, IL Micro Area","30660",,,,,,,,,,,,,,,,,"31000US30660",,,"Lincoln, IL Micro Area",98900,"Lincoln, IL Micro Area",2597
"G30700","2011-2015","US",,,,,,,,,,,,,,,,"Lincoln, NE Metro Area","30700",,,,,,,,,,,,,,,,,"31000US30700",,,"Lincoln, NE Metro Area",152600,"Lincoln, NE Metro Area",1783
"G30780","2011-2015","US",,,,,,,,,,,,,,,,"Little Rock-North Little Rock-Conway, AR Metro Area","30780",,,,,,,,,,,,,,,,,"31000US30780",,,"Little Rock-North Little Rock-Conway, AR Metro Area",139000,"Little Rock-North Little Rock-Conway, AR Metro Area",1571
"G30820","2011-2015","US",,,,,,,,,,,,,,,,"Lock Haven, PA Micro Area","30820",,,,,,,,,,,,,,,,,"31000US30820",,,"Lock Haven, PA Micro Area",117400,"Lock Haven, PA Micro Area",2405
"G30860","2011-2015","US",,,,,,,,,,,,,,,,"Logan, UT-ID Metro Area","30860",,,,,,,,,,,,,,,,,"31000US30860",,,"Logan, UT-ID Metro Area",188400,"Logan, UT-ID Metro Area",3195
"G30880","2011-2015","US",,,,,,,,,,,,,,,,"Logan, WV Micro Area","30880",,,,,,,,,,,,,,,,,"31000US30880",,,"Logan, WV Micro Area",82100,"Logan, WV Micro Area",2985
"G30900","2011-2015","US",,,,,,,,,,,,,,,,"Logansport, IN Micro Area","30900",,,,,,,,,,,,,,,,,"31000US30900",,,"Logansport, IN Micro Area",82400,"Logansport, IN Micro Area",2339
"G30940","2011-2015","US",,,,,,,,,,,,,,,,"London, KY Micro Area","30940",,,,,,,,,,,,,,,,,"31000US30940",,,"London, KY Micro Area",85100,"London, KY Micro Area",2279
"G30980","2011-2015","US",,,,,,,,,,,,,,,,"Longview, TX Metro Area","30980",,,,,,,,,,,,,,,,,"31000US30980",,,"Longview, TX Metro Area",111900,"Longview, TX Metro Area",2460
"G31020","2011-2015","US",,,,,,,,,,,,,,,,"Longview, WA Metro Area","31020",,,,,,,,,,,,,,,,,"31000US31020",,,"Longview, WA Metro Area",175300,"Longview, WA Metro Area",3711
"G31060","2011-2015","US",,,,,,,,,,,,,,,,"Los Alamos, NM Micro Area","31060",,,,,,,,,,,,,,,,,"31000US31060",,,"Los Alamos, NM Micro Area",274200,"Los Alamos, NM Micro Area",11708
"G31080","2011-2015","US",,,,,,,,,,,,,,,,"Los Angeles-Long Beach-Anaheim, CA Metro Area","31080",,,,,,,,,,,,,,,,,"31000US31080",,,"Los Angeles-Long Beach-Anaheim, CA Metro Area",470300,"Los Angeles-Long Beach-Anaheim, CA Metro Area",1202
"G31140","2011-2015","US",,,,,,,,,,,,,,,,"Louisville/Jefferson County, KY-IN Metro Area","31140",,,,,,,,,,,,,,,,,"31000US31140",,,"Louisville/Jefferson County, KY-IN Metro Area",148900,"Louisville/Jefferson County, KY-IN Metro Area",959
"G31180","2011-2015","US",,,,,,,,,,,,,,,,"Lubbock, TX Metro Area","31180",,,,,,,,,,,,,,,,,"31000US31180",,,"Lubbock, TX Metro Area",110100,"Lubbock, TX Metro Area",2149
"G31220","2011-2015","US",,,,,,,,,,,,,,,,"Ludington, MI Micro Area","31220",,,,,,,,,,,,,,,,,"31000US31220",,,"Ludington, MI Micro Area",119900,"Ludington, MI Micro Area",4486
"G31260","2011-2015","US",,,,,,,,,,,,,,,,"Lufkin, TX Micro Area","31260",,,,,,,,,,,,,,,,,"31000US31260",,,"Lufkin, TX Micro Area",87100,"Lufkin, TX Micro Area",2862
"G31300","2011-2015","US",,,,,,,,,,,,,,,,"Lumberton, NC Micro Area","31300",,,,,,,,,,,,,,,,,"31000US31300",,,"Lumberton, NC Micro Area",70200,"Lumberton, NC Micro Area",1929
"G31340","2011-2015","US",,,,,,,,,,,,,,,,"Lynchburg, VA Metro Area","31340",,,,,,,,,,,,,,,,,"31000US31340",,,"Lynchburg, VA Metro Area",162900,"Lynchburg, VA Metro Area",2069
"G31380","2011-2015","US",,,,,,,,,,,,,,,,"Macomb, IL Micro Area","31380",,,,,,,,,,,,,,,,,"31000US31380",,,"Macomb, IL Micro Area",89900,"Macomb, IL Micro Area",4292
"G31420","2011-2015","US",,,,,,,,,,,,,,,,"Macon, GA Metro Area","31420",,,,,,,,,,,,,,,,,"31000US31420",,,"Macon, GA Metro Area",118900,"Macon, GA Metro Area",3012
"G31460","2011-2015","US",,,,,,,,,,,,,,,,"Madera, CA Metro Area","31460",,,,,,,,,,,,,,,,,"31000US31460",,,"Madera, CA Metro Area",189700,"Madera, CA Metro Area",6730
"G31500","2011-2015","US",,,,,,,,,,,,,,,,"Madison, IN Micro Area","31500",,,,,,,,,,,,,,,,,"31000US31500",,,"Madison, IN Micro Area",112100,"Madison, IN Micro Area",6029
"G31540","2011-2015","US",,,,,,,,,,,,,,,,"Madison, WI Metro Area","31540",,,,,,,,,,,,,,,,,"31000US31540",,,"Madison, WI Metro Area",219200,"Madison, WI Metro Area",1242
"G31580","2011-2015","US",,,,,,,,,,,,,,,,"Madisonville, KY Micro Area","31580",,,,,,,,,,,,,,,,,"31000US31580",,,"Madisonville, KY Micro Area",89500,"Madisonville, KY Micro Area",3675
"G31620","2011-2015","US",,,,,,,,,,,,,,,,"Magnolia, AR Micro Area","31620",,,,,,,,,,,,,,,,,"31000US31620",,,"Magnolia, AR Micro Area",79000,"Magnolia, AR Micro Area",7240
"G31660","2011-2015","US",,,,,,,,,,,,,,,,"Malone, NY Micro Area","31660",,,,,,,,,,,,,,,,,"31000US31660",,,"Malone, NY Micro Area",101600,"Malone, NY Micro Area",4081
"G31680","2011-2015","US",,,,,,,,,,,,,,,,"Malvern, AR Micro Area","31680",,,,,,,,,,,,,,,,,"31000US31680",,,"Malvern, AR Micro Area",83300,"Malvern, AR Micro Area",2943
"G31700","2011-2015","US",,,,,,,,,,,,,,,,"Manchester-Nashua, NH Metro Area","31700",,,,,,,,,,,,,,,,,"31000US31700",,,"Manchester-Nashua, NH Metro Area",245700,"Manchester-Nashua, NH Metro Area",1821
"G31740","2011-2015","US",,,,,,,,,,,,,,,,"Manhattan, KS Metro Area","31740",,,,,,,,,,,,,,,,,"31000US31740",,,"Manhattan, KS Metro Area",173800,"Manhattan, KS Metro Area",4695
"G31820","2011-2015","US",,,,,,,,,,,,,,,,"Manitowoc, WI Micro Area","31820",,,,,,,,,,,,,,,,,"31000US31820",,,"Manitowoc, WI Micro Area",126700,"Manitowoc, WI Micro Area",2395
"G31860","2011-2015","US",,,,,,,,,,,,,,,,"Mankato-North Mankato, MN Metro Area","31860",,,,,,,,,,,,,,,,,"31000US31860",,,"Mankato-North Mankato, MN Metro Area",165500,"Mankato-North Mankato, MN Metro Area",1764
"G31900","2011-2015","US",,,,,,,,,,,,,,,,"Mansfield, OH Metro Area","31900",,,,,,,,,,,,,,,,,"31000US31900",,,"Mansfield, OH Metro Area",102500,"Mansfield, OH Metro Area",2728
